Date,Time,Indoor Temperature F,Indoor Humidity %,Outdoor Temperature F,Outdoor Humidity %,Wind Speed(mph),wind direction(Degree),Light Intensity,UV index,Daily Rainfall accumulation,Total Accumulative Rainfall,Strike Count now, Daily Strike Count,Total Strike Count,Closet Strike distance,Interference,barometric Pressure(real),Calibrated barometric Pressure,Dew Point,Rain Rate,wind gust,Wind Speed average,Feels like,Heat Index,Wind Chill, 
20210216,0:25:40,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:25:50,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:26:00,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:26:10,71,50,77.1,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:26:20,71,50,77.1,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:26:30,71,50,77.1,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:26:40,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:26:50,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:27:00,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:27:10,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:27:20,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:27:30,71,50,77,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:27:40,71,50,77.1,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:27:50,71,50,77.1,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:28:00,71,50,77.1,41,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,51,0,0,0,77,--       ,--       , 
20210216,0:28:10,71,50,77.1,40,0,99,0,0,0,0,--       ,0,--       ,0,--       ,29.72,30.11,50,0,0,0,77,--       ,--       , 
