Subspecies,iNat_Obs,Source,Family,Subfamily,Tribe,Subtribe,Genus,Subgenus,Species
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica mourei
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica oliveirae
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica paraguayensis
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica paraguayensis
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica porteri
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica porteri
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica rufitarsis
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica rufitarsis
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica sakakibarai
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica segmentaria
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica semirufa
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica sp. 1 JESJ-2019
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica sp. 2 JESJ-2019
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica sp. FV03
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica spegazzinii
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica tornowii
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica tristrigata
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica tristrigata
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica vagabunda
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica vagabunda
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica valparadisaea
,,NCBI,Apidae,Apinae,Eucerini,,Alloscirtetica,,Alloscirtetica valparadisaea
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica vara
,,ITIS,Apidae,Apinae,Eucerini,Eucerina,Alloscirtetica,,Alloscirtetica weyrauchi
,,ITIS,Andrenidae,Oxaeinae,,,Alloxaea,,Alloxaea brevipalpis
,,NCBI,Andrenidae,Andreninae,,,Alocandrena,,Alocandrena porterae
,,ITIS,Andrenidae,Andreninae,Andrenini,,Alocandrena,,Alocandrena porteri
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Asaropoda) sp. 1 RL-2019
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Asaropoda) sp. 2 RL-2019
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Asaropoda) sp. 3 RL-2019
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Asaropoda) sp. 4 RL-2019
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Asaropoda) sp. 5 RL-2019
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Asaropoda) sp. 6 RL-2019
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Zonamegilla) sp.
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Zonamegilla) sp. India
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Zonamegilla) sp. India2
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla (Zonamegilla) sp. Thailand
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla acraensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla adelaidae
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla adelaidae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla advenula
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla aerizusa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla aeruginosa
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla aeruginosa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla africana
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albiceps
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albiceps
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albiclypeata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albigena
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albigena
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albigenella
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albigenella
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla albocaudata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla alpha
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla alpha
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla amymone
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla andresi
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla andresi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla andrewsi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla anekawarna
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla annos
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla anomala
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla antimena
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla arcana
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla argophenax
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla aspergina
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla asserta
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla asserta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla atribasis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla atripes
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla atrocaerulea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla atrocincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla aurantia
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla aurata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla batleyi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bechuanensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bequaerti
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla berylae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla binghami
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bombiformis
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bombiformis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla borneensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bothai
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bouwmani
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla brookiae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla brooksi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla bucharica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla buruensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla byssina
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla caelestina
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla caerulea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla calceifera
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla calceifera
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla calens
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla calva
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla calva
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla camelorum
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cana
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla candida
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla candidella
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla canifronoides
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla canifrons
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla capensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla capeverdensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla centralis
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cf. acraensis BBSL852407
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla chlorocyanea
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla chlorocyanea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cinctofemorata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cingulata
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cingulata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cingulifera
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cingulifera
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cinnyris
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla circulata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla comberi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla comorensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla confusa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla crenata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla crocea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cygni
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cymatilis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla cyrtandrae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dawsoni
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dawsoni
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla deceptrix
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla deltoides
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dentiventris
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla disrupta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dizona
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dohertyi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dulcifera
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla dulcifera
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla elegans
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla elephas
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla elsei
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla epaphrodita
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla eritrina
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla expleta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla fallax
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla farinosa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla fasciata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla feronia
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla ferrocincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla fimbriata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla flammeozonata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla flava
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla florea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla froggatti
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla garrula
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla gigas
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla glauca
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla glycyrrhizae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla godofredi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla grandiceps
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla griseocincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla griseotecta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla grisescens
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla gussakovskyi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla hackeri
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla hainanensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla hanitschi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla harttigi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla hastula
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla himalajensis
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla himalajensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla houstoni
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla hypocyanea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla imitata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla incana
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla incognita
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla indistincta
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla indistincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla insignata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla insularis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla jacobi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla kaimosica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla kalahari
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla karakumensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla karlba
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla karlba
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla katangensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla korotonensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla kuleni
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla langi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla latizona
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla liberica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla lieftincki
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla lomamica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla lutulenta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla luzonica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla maclachlani
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla macroleuca
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla maculicornis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla madecassa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla malaccensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla marqueti
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mauritanica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mcnamarae
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mcnamarae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla medicorum
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla meltonensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mesopyrrha
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla michaelis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mimadvena
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mimica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla modestoides
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mongolica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla montivaga
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla mucorea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla murrayensis
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla murrayensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla natalensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nigricornis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nigritarsis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nigroclypeata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nigropilosa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nila
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nitidiventris
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nivea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla niveata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla niveocincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nonconforma
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nubica
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla nubica
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla obscuriceps
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla ochroleuca
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla omissa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla paeninsulae
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla paeninsulae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pagdeni
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla paracalva
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla paradoxa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla parhypate
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pendleburyi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla penicula
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla potanini
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla preissi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla proboscidea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pseudobomboides
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pseudobomboides
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pulchra
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pulchra
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pulverea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla punctata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla punctifrons
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla puttalama
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla pyramidalis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla quadrata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla quadrifasciata
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla quadrifasciata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rapida
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla regalis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rhodoscymna
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rhodoscymna
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rickae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla robinae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rufa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rufescens
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla ruficornis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla rufipes
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla salviae
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla samarensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sapiens
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla savignyi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla scoparia
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla scymna
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla scymna
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla semipulverosa
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla senegalensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sesquicincta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sierra
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla simbana
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sjoestedti
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sordida
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sordidula
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sp.
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sp. BOLD:AAC1463
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla spilostoma
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla stantoni
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla subcoerulea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla subinsularis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla subrussata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla subtorrida
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla sumatrana
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla talaris
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla terminata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla ternatensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla tetrataeniata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla thorogoodi
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla thorogoodi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla triangulifera
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla tubifera
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla urens
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla urens
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla vanderysti
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla vegeta
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla velocissima
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla velutina
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla vestitula
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla victoriensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla vigilans
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla violacea
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla viridicingulata
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla viridicingulata
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla vivida
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla walkeri
,,NCBI,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla walkeri
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla wallacei
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla whiteheadi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla xerophila
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla xylocopoides
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla youngi
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla yunnanensis
,,ITIS,Apidae,Apinae,Anthophorini,,Amegilla,,Amegilla zonata
,,ITIS,Apidae,Nomadinae,Ammobatini,,Ammobates,,Ammobates ancylae
,,ITIS,Apidae,Nomadinae,Ammobatini,,Ammobates,,Ammobates armeniacus
,,ITIS,Apidae,Nomadinae,Ammobatini,,Ammobates,,Ammobates assimilis
,,ITIS,Apidae,Nomadinae,Ammobatini,,Ammobates,,Ammobates atrorufus
,,ITIS,Apidae,Nomadinae,Ammobatini,,Ammobates,,Ammobates aurantiacus
